ID_EMPRESA;EMPRESA;ID_OBRA;OBRA;RECEITA_RECEBIDA;RECEITA_BRUTA;SALDO_ABERTO;TITULOS
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;226;IFCE - CAMPUS BATURITE - SUBESTAÇÃO - GRUPO 01;92440.52;92440.52;0.00;12
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;192;CONSTRUÇÃO SEDE OPERACIONAL PRF - POCINHOS/PB - FINALIZADA;91238.83;91238.83;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;121;PAVIMENTAÇÃO - CNT MORRINHOS;90664.51;90664.51;0.00;2
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;182;INSTALAÇÃO DE SISTEMA FOTOVOLTAICO - CÂMARA MUNICIPAL DE BATALHA;90094.30;90094.30;0.00;2
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;63;IFCE MANUTENÇÃO PREDIAL - UMIRIM;89617.16;89617.16;0.00;4
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;227;IFCE - CAMPUS CAUCAIA - SUBESTAÇÃO - GRUPO 01;88170.58;88170.58;0.00;17
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;217;IFCE - CAMPUS TIANGUÁ - SUBESTAÇÃO - GRUPO 02;86526.80;86526.80;0.00;6
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;104;SUBESTAÇÃO DE ESCOLAS EM SÃO GONÇALO DO AMARANTE;85454.61;85454.61;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;216;IFCE - CAMPUS TAUÁ - SUBESTAÇÃO - GRUPO 02;82086.93;82086.93;0.00;8
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;210;IFCE - CAMPUS ACARAÚ - SUBESTAÇÃO - GRUPO 02;80792.36;80792.36;0.00;5
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;16;IFCE CONSTRUÇÃO SALAS DE AULA E ESP. VIVÊNCIA - JAGUARIBE;80006.28;80006.28;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;1;IFCE CONSTRUÇÃO SALAS DE AULA - MORADA NOVA;79227.87;79227.87;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;219;IFCE - CAMPUS ARACATI - SUBESTAÇÃO - GRUPO 03;78584.64;78584.64;0.00;7
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;218;IFCE - CAMPUS UBAJARA - SUBESTAÇÃO - GRUPO 02;76203.29;76203.29;0.00;6
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;188;OBRAS PARCERIAS TABULEIRO CRECHE;74736.62;74736.62;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;46;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS MARACANAU;66702.03;66702.03;0.00;5
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;69;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS SOBRAL;66326.67;66326.67;0.00;2
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;52;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS CAMOCIM;65845.85;65845.85;0.00;8
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;51;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS BOA VIAGEM;61888.37;61888.37;0.00;6
3;METALÚRGICA POLY STEEL;30015;ESTRUTURA METÁLICA - SOLONÓPOLE;60000.00;60000.00;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;211;IFCE - CAMPUS BOA VIAGEM - SUBESTAÇÃO - GRUPO 02;58971.43;58971.43;0.00;6
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;213;IFCE - CAMPUS CRATEÚS - SUBESTAÇÃO - GRUPO 02;57723.66;57723.66;0.00;8
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;242;IFCE - CAMPUS JUAZEIRO DO NORTE - SUBESTAÇÃO - GRUPO 04;54969.31;54969.31;0.00;3
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;223;IFCE - CAMPUS MORADA NOVA - SUBESTAÇÃO - GRUPO 03;54017.61;54017.61;0.00;4
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;71;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS BATURITE;53030.06;53030.06;0.00;4
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;37;LICITAÇÃO;51960.00;51960.00;0.00;9
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;230;IFCE - CAMPUS HORIZONTE - SUBESTAÇÃO - GRUPO 01;51912.77;51912.77;0.00;6
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;133;REFORMA FINANCEIRO;51699.88;51699.88;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;232;IFCE - CAMPUS MARANGUAPE - SUBESTAÇÃO - GRUPO 01;50258.45;50258.45;0.00;3
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;231;IFCE - CAMPUS MARACANAU - SUBESTAÇÃO - GRUPO 01;47431.79;47431.79;0.00;5
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;56;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS ARACATI;46268.04;46268.04;0.00;5
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;212;IFCE - CAMPUS CANINDE - SUBESTAÇÃO - GRUPO 02;46062.44;46062.44;0.00;7
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;72;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS TABULEIRO DO NORTE;44575.33;44575.33;0.00;4
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;15;IFCE MANUTENÇÃO PREDIAL - QUIXADÁ;44150.93;44150.93;0.00;3
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;48;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS PARACURU;43685.82;43685.82;0.00;5
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;55;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS UBAJARA;43516.38;43516.38;0.00;6
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;12;IFCE MANUTENÇÃO PREDIAL - TABULEIRO DO NORTE;39925.77;39925.77;0.00;2
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;53;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS ITAPIPOCA;37659.40;37659.40;0.00;3
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;113;PAVIMENTAÇÃO E URBANIZAÇÃO DA AV. BEIRA RIO - MORRINHOS;37479.43;37479.43;0.00;2
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;62;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS CRATEUS;33886.42;33886.42;0.00;2
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;237;IFCE - CAMPUS REITORIA - SUBESTAÇÃO;31575.22;31575.22;0.00;8
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;243;IFCE - CAMPUS MOMBAÇA - SUBESTAÇÃO - GRUPO 04;31514.44;31514.44;0.00;6
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;239;IFCE - CAMPUS ACOPIARA - SUBESTAÇÃO - GRUPO 04;30864.23;30864.23;0.00;6
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;235;IFCE - CAMPUS POLO DE INOVAÇÃO - SUBESTAÇÃO - GRUPO 01;30515.03;30515.03;0.00;6
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;240;IFCE - CAMPUS CEDRO - SUBESTAÇÃO GRUPO 04;26572.91;26572.91;0.00;5
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;59;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS JUAZEIRO DO NORTE;25710.81;25710.81;0.00;3
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;123;IFCE MANUTENÇÃO PREDIAL - MARANGUAPE;25291.76;25291.76;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;29;IFCE MANUTENÇÃO PREDIAL - JAGUARIBE;24614.80;24614.80;0.00;3
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;229;IFCE - CAMPUS GUARAMIRANGA - SUBESTAÇÃO - GRUPO 01;23696.32;23696.32;0.00;3
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;275;CONSTRUÇÃO DE CENTRO COMERCIAL HARMONY - LIGHT STEEL FRAME;22506.80;22506.80;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;221;IFCE - CAMPUS JAGUARUANA - SUBESTAÇÃO - GRUPO 03;22026.13;22026.13;0.00;4
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;64;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS QUIXADA;20230.94;20230.94;0.00;2
3;METALÚRGICA POLY STEEL;30013;MARQUISE - UMIRIM;20000.00;20000.00;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;114;RAFAEL DE SÁ CRUZ;19864.21;19864.21;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;61;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS ACOPIARA;18834.29;18834.29;0.00;3
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;191;OBRAS PARCERIAS 2;17000.00;17000.00;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;50;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS UMIRIM;16935.48;16935.48;0.00;2
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;58;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS JAGUARIBE;14292.26;14292.26;0.00;2
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;68;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS TIANGUA;12294.82;12294.82;0.00;2
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;67;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS ACARAU;11148.06;11148.06;0.00;4
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;84;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS IGUATU;9896.95;9896.95;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;54;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS TAUA;6186.51;6186.51;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;44;IFCE MANUTENÇAO SUBESTAÇAO- CAMPUS CAUCAIA;6186.51;6186.51;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;93;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS CANINDE;6147.41;6147.41;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;57;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS CEDRO;6108.30;6108.30;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;60;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS MORADA NOVA;6108.30;6108.30;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;47;IFCE MANUTENÇAO SUBESTAÇAO - CAMPUS MARANGUAPE;6069.69;6069.69;0.00;1
1;DINAMICA EMPREENDIMENTOS E SOLUCOES LTDA;248;CONDOMINIO RESIDENCIAL EM AQUIRAZ DE 152 UNIDADES CASAS - GENESIS;1886.57;1886.57;0.00;1
6;AGORA NEGOCIOS IMOBILIARIOS E PARTICIPACOES LTDA;60002;CASACOR - BANGALÔ REFÚGIO;1158.03;1158.03;0.00;1
