EMPRESA;ID_EMPRESA;OBRA;ID_OBRA;RECEITA;CUSTOS_DESPESAS;MC;MARGEM
VILLA SANTORINI;10;ESCRITORIO VILLA SANTORINI;10001;R$ 0,00;R$ 66.539,71;R$ -66.539,71;0,00%
VILLA SANTORINI;10;OBRA VILLA SANTORINI;10002;R$ 0,00;R$ 0,00;R$ 0,00;0,00%
VILLA SANTORINI;10;TOTAL;10;R$ 0,00;R$ 66.539,71;R$ -66.539,71;0,00%
