EMPRESA;ID_EMPRESA;OBRA;ID_OBRA;RECEITA;CUSTOS_DESPESAS;MC;MARGEM
POTENCIAL NEGOCIOS E PARTICIPACOES S.A;5;Sem obra identificada;0;R$ 19.080,81;R$ 0,00;R$ 19.080,81;100,00%
POTENCIAL NEGOCIOS E PARTICIPACOES S.A;5;ESCRITORIO POTENCIAL;50001;R$ 0,00;R$ 25.268,05;R$ -25.268,05;0,00%
POTENCIAL NEGOCIOS E PARTICIPACOES S.A;5;TOTAL;5;R$ 19.080,81;R$ 25.268,05;R$ -6.187,24;-32,43%
